Year,(semi-) final,Edition,Jury or Televoting,from_country,from_bloc,to_country,points,Duplicate,to_bloc
1971,f,1971f,J,Belgium,Western Bloc,Finland,10,,
1971,f,1971f,J,Belgium,Western Bloc,Monaco,10,,
1971,f,1971f,J,France,Western Bloc,Spain,10,,
1971,f,1971f,J,Monaco,Other Countries,Spain,10,,
1971,f,1971f,J,Norway,Nordic Bloc,Monaco,10,,
1971,f,1971f,J,Spain,Iberian Bloc,Portugal,10,,
1971,f,1971f,J,Sweden,Nordic Bloc,Monaco,10,,
1971,f,1971f,J,Switzerland,Western Bloc,Monaco,10,,
1971,f,1971f,J,United Kingdom,Western Bloc,Finland,10,,
1971,f,1971f,J,F.U.Y/S.M.,Balkan Bloc,Monaco,10,,
1972,f,1972f,J,Luxembourg,Western Bloc,Portugal,10,,
1972,f,1972f,J,Norway,Nordic Bloc,United Kingdom,10,,
1972,f,1972f,J,Sweden,Nordic Bloc,Austria,10,,
1972,f,1972f,J,United Kingdom,Western Bloc,Luxembourg,10,,
1972,f,1972f,J,F.U.Y/S.M.,Balkan Bloc,Luxembourg,10,,
1973,f,1973f,J,France,Western Bloc,Luxembourg,10,,
1973,f,1973f,J,Ireland,Western Bloc,Spain,10,,
1973,f,1973f,J,Italy,Other Countries,Spain,10,,
1973,f,1973f,J,Luxembourg,Western Bloc,United Kingdom,10,,
1973,f,1973f,J,Switzerland,Western Bloc,Luxembourg,10,,
1973,f,1973f,J,Netherlands,Western Bloc,Spain,10,,
1973,f,1973f,J,Netherlands,Western Bloc,United Kingdom,10,,
1973,f,1973f,J,United Kingdom,Western Bloc,Luxembourg,10,,
1975,f,1975f,J,Belgium,Western Bloc,Ireland,12,,
1975,f,1975f,J,Belgium,Western Bloc,United Kingdom,10,,
1975,f,1975f,J,Finland,Nordic Bloc,Italy,12,,
1975,f,1975f,J,Finland,Nordic Bloc,Netherlands,10,,
1975,f,1975f,J,France,Western Bloc,Switzerland,10,,
1975,f,1975f,J,France,Western Bloc,United Kingdom,12,,
1975,f,1975f,J,Germany,Western Bloc,Finland,12,,
1975,f,1975f,J,Germany,Western Bloc,United Kingdom,10,,
1975,f,1975f,J,Ireland,Western Bloc,France,12,,
1975,f,1975f,J,Ireland,Western Bloc,Luxembourg,10,,
1975,f,1975f,J,Israel,Other Countries,Netherlands,12,,
1975,f,1975f,J,Israel,Other Countries,United Kingdom,10,,
1975,f,1975f,J,Italy,Other Countries,Luxembourg,10,,
1975,f,1975f,J,Italy,Other Countries,Switzerland,12,,
1975,f,1975f,J,Luxembourg,Western Bloc,Netherlands,10,,
1975,f,1975f,J,Luxembourg,Western Bloc,United Kingdom,12,,
1975,f,1975f,J,Malta,Other Countries,Italy,10,,
1975,f,1975f,J,Malta,Other Countries,Netherlands,12,,
1975,f,1975f,J,Monaco,Other Countries,Netherlands,10,,
1975,f,1975f,J,Monaco,Other Countries,United Kingdom,12,,
1975,f,1975f,J,Norway,Nordic Bloc,Finland,10,,
1975,f,1975f,J,Norway,Nordic Bloc,Netherlands,12,,
1975,f,1975f,J,Portugal,Iberian Bloc,France,12,,
1975,f,1975f,J,Portugal,Iberian Bloc,Italy,10,,
1975,f,1975f,J,Spain,Iberian Bloc,Netherlands,12,,
1975,f,1975f,J,Spain,Iberian Bloc,United Kingdom,10,,
1975,f,1975f,J,Sweden,Nordic Bloc,Ireland,10,,
1975,f,1975f,J,Sweden,Nordic Bloc,Netherlands,12,,
1975,f,1975f,J,Switzerland,Western Bloc,Finland,12,,
1975,f,1975f,J,Switzerland,Western Bloc,Italy,10,,
1975,f,1975f,J,Netherlands,Western Bloc,Israel,10,,
1975,f,1975f,J,Netherlands,Western Bloc,Luxembourg,12,,
1975,f,1975f,J,Turkey,Balkan Bloc,Italy,10,,
1975,f,1975f,J,Turkey,Balkan Bloc,Portugal,12,,
1975,f,1975f,J,United Kingdom,Western Bloc,Italy,10,,
1975,f,1975f,J,United Kingdom,Western Bloc,Netherlands,12,,
1975,f,1975f,J,F.U.Y/S.M.,Balkan Bloc,Italy,10,,
1975,f,1975f,J,F.U.Y/S.M.,Balkan Bloc,United Kingdom,12,,
1976,f,1976f,J,Austria,Western Bloc,France,12,,
1976,f,1976f,J,Austria,Western Bloc,United Kingdom,10,,
1976,f,1976f,J,Belgium,Western Bloc,France,10,,
1976,f,1976f,J,Belgium,Western Bloc,United Kingdom,12,,
1976,f,1976f,J,Finland,Nordic Bloc,Belgium,12,,
1976,f,1976f,J,Finland,Nordic Bloc,United Kingdom,10,,
1976,f,1976f,J,France,Western Bloc,Italy,10,,
1976,f,1976f,J,France,Western Bloc,Portugal,12,,
1976,f,1976f,J,Germany,Western Bloc,Austria,10,,
1976,f,1976f,J,Germany,Western Bloc,France,12,,
1976,f,1976f,J,Greece,Balkan Bloc,Italy,10,,
1976,f,1976f,J,Greece,Balkan Bloc,United Kingdom,12,,
1976,f,1976f,J,Ireland,Western Bloc,Austria,10,,
1976,f,1976f,J,Ireland,Western Bloc,Italy,12,,
1976,f,1976f,J,Israel,Other Countries,Austria,10,,
1976,f,1976f,J,Israel,Other Countries,United Kingdom,12,,
1976,f,1976f,J,Italy,Other Countries,Ireland,12,,
1976,f,1976f,J,Italy,Other Countries,Israel,10,,
1976,f,1976f,J,Luxembourg,Western Bloc,France,10,,
1976,f,1976f,J,Luxembourg,Western Bloc,Monaco,12,,
1976,f,1976f,J,Monaco,Other Countries,France,12,,
1976,f,1976f,J,Monaco,Other Countries,United Kingdom,10,,
1976,f,1976f,J,Norway,Nordic Bloc,Switzerland,10,,
1976,f,1976f,J,Norway,Nordic Bloc,United Kingdom,12,,
1976,f,1976f,J,Portugal,Iberian Bloc,Italy,10,,
1976,f,1976f,J,Portugal,Iberian Bloc,United Kingdom,12,,
1976,f,1976f,J,Spain,Iberian Bloc,France,10,,
1976,f,1976f,J,Spain,Iberian Bloc,United Kingdom,12,,
1976,f,1976f,J,Switzerland,Western Bloc,France,10,,
1976,f,1976f,J,Switzerland,Western Bloc,United Kingdom,12,,
1976,f,1976f,J,Netherlands,Western Bloc,France,12,,
1976,f,1976f,J,Netherlands,Western Bloc,United Kingdom,10,,
1976,f,1976f,J,United Kingdom,Western Bloc,Ireland,10,,
1976,f,1976f,J,United Kingdom,Western Bloc,Switzerland,12,,
1976,f,1976f,J,F.U.Y/S.M.,Balkan Bloc,France,12,,
1976,f,1976f,J,F.U.Y/S.M.,Balkan Bloc,United Kingdom,10,,
1977,f,1977f,J,Austria,Western Bloc,Switzerland,10,,
1977,f,1977f,J,Austria,Western Bloc,United Kingdom,12,,
1977,f,1977f,J,Belgium,Western Bloc,Netherlands,10,,
1977,f,1977f,J,Belgium,Western Bloc,United Kingdom,12,,
1977,f,1977f,J,Finland,Nordic Bloc,France,12,,
1977,f,1977f,J,Finland,Nordic Bloc,Switzerland,10,,
1977,f,1977f,J,France,Western Bloc,Ireland,10,,
1977,f,1977f,J,France,Western Bloc,United Kingdom,12,,
1977,f,1977f,J,Germany,Western Bloc,France,12,,
1977,f,1977f,J,Germany,Western Bloc,United Kingdom,10,,
1977,f,1977f,J,Greece,Balkan Bloc,Ireland,10,,
1977,f,1977f,J,Greece,Balkan Bloc,Monaco,12,,
1977,f,1977f,J,Ireland,Western Bloc,Finland,12,,
1977,f,1977f,J,Ireland,Western Bloc,France,10,,
1977,f,1977f,J,Israel,Other Countries,France,10,,
1977,f,1977f,J,Israel,Other Countries,Ireland,12,,
1977,f,1977f,J,Italy,Other Countries,France,10,,
1977,f,1977f,J,Italy,Other Countries,Monaco,12,,
1977,f,1977f,J,Luxembourg,Western Bloc,France,10,,
1977,f,1977f,J,Luxembourg,Western Bloc,United Kingdom,12,,
1977,f,1977f,J,Monaco,Other Countries,Greece,10,,
1977,f,1977f,J,Monaco,Other Countries,United Kingdom,12,,
1977,f,1977f,J,Norway,Nordic Bloc,Ireland,12,,
1977,f,1977f,J,Norway,Nordic Bloc,Switzerland,10,,
1977,f,1977f,J,Portugal,Iberian Bloc,Greece,10,,
1977,f,1977f,J,Portugal,Iberian Bloc,United Kingdom,12,,
1977,f,1977f,J,Spain,Iberian Bloc,France,10,,
1977,f,1977f,J,Spain,Iberian Bloc,Greece,12,,
1977,f,1977f,J,Sweden,Nordic Bloc,Ireland,12,,
1977,f,1977f,J,Sweden,Nordic Bloc,Monaco,10,,
1977,f,1977f,J,Switzerland,Western Bloc,France,12,,
1977,f,1977f,J,Switzerland,Western Bloc,Israel,10,,
1977,f,1977f,J,Netherlands,Western Bloc,Belgium,12,,
1977,f,1977f,J,Netherlands,Western Bloc,Greece,10,,
1977,f,1977f,J,United Kingdom,Western Bloc,Belgium,10,,
1977,f,1977f,J,United Kingdom,Western Bloc,Ireland,12,,
1978,f,1978f,J,Austria,Western Bloc,France,12,,
1978,f,1978f,J,Austria,Western Bloc,Switzerland,10,,
1978,f,1978f,J,Belgium,Western Bloc,Ireland,10,,
1978,f,1978f,J,Belgium,Western Bloc,Israel,12,,
1978,f,1978f,J,Denmark,Nordic Bloc,Monaco,10,,
1978,f,1978f,J,Denmark,Nordic Bloc,Spain,12,,
1978,f,1978f,J,Finland,Nordic Bloc,Germany,12,,
1978,f,1978f,J,Finland,Nordic Bloc,Israel,10,,
1978,f,1978f,J,France,Western Bloc,Belgium,12,,
1978,f,1978f,J,France,Western Bloc,Greece,10,,
1978,f,1978f,J,Germany,Western Bloc,France,10,,
1978,f,1978f,J,Germany,Western Bloc,Israel,12,,
1978,f,1978f,J,Greece,Balkan Bloc,Belgium,12,,
1978,f,1978f,J,Greece,Balkan Bloc,Ireland,10,,
1978,f,1978f,J,Ireland,Western Bloc,Belgium,12,,
1978,f,1978f,J,Ireland,Western Bloc,Italy,10,,
1978,f,1978f,J,Israel,Other Countries,Greece,10,,
1978,f,1978f,J,Israel,Other Countries,Netherlands,12,,
1978,f,1978f,J,Italy,Other Countries,France,10,,
1978,f,1978f,J,Italy,Other Countries,Luxembourg,12,,
1978,f,1978f,J,Luxembourg,Western Bloc,Ireland,10,,
1978,f,1978f,J,Luxembourg,Western Bloc,Israel,12,,
1978,f,1978f,J,Monaco,Other Countries,Belgium,12,,
1978,f,1978f,J,Monaco,Other Countries,Germany,10,,
1978,f,1978f,J,Norway,Nordic Bloc,Ireland,12,,
1978,f,1978f,J,Norway,Nordic Bloc,Sweden,10,,
1978,f,1978f,J,Portugal,Iberian Bloc,Israel,10,,
1978,f,1978f,J,Portugal,Iberian Bloc,Luxembourg,12,,
1978,f,1978f,J,Spain,Iberian Bloc,Germany,10,,
1978,f,1978f,J,Spain,Iberian Bloc,Luxembourg,12,,
1978,f,1978f,J,Sweden,Nordic Bloc,France,10,,
1978,f,1978f,J,Sweden,Nordic Bloc,Monaco,12,,
1978,f,1978f,J,Switzerland,Western Bloc,Belgium,10,,
1978,f,1978f,J,Switzerland,Western Bloc,Israel,12,,
1978,f,1978f,J,Netherlands,Western Bloc,Israel,12,,
1978,f,1978f,J,Netherlands,Western Bloc,Monaco,10,,
1978,f,1978f,J,Turkey,Balkan Bloc,Ireland,10,,
1978,f,1978f,J,Turkey,Balkan Bloc,Israel,12,,
1978,f,1978f,J,United Kingdom,Western Bloc,Belgium,12,,
1978,f,1978f,J,United Kingdom,Western Bloc,Monaco,10,,
1979,f,1979f,J,Austria,Western Bloc,Spain,10,,
1979,f,1979f,J,Austria,Western Bloc,Switzerland,12,,
1979,f,1979f,J,Belgium,Western Bloc,Ireland,10,,
1979,f,1979f,J,Belgium,Western Bloc,Spain,12,,
1979,f,1979f,J,Denmark,Nordic Bloc,Germany,12,,
1979,f,1979f,J,Denmark,Nordic Bloc,United Kingdom,10,,
1979,f,1979f,J,Finland,Nordic Bloc,Israel,12,,
1979,f,1979f,J,Finland,Nordic Bloc,Switzerland,10,,
1979,f,1979f,J,France,Western Bloc,Germany,12,,
1979,f,1979f,J,France,Western Bloc,Portugal,10,,
1979,f,1979f,J,Germany,Western Bloc,Denmark,10,,
1979,f,1979f,J,Germany,Western Bloc,Spain,12,,
1979,f,1979f,J,Greece,Balkan Bloc,Denmark,12,,
1979,f,1979f,J,Greece,Balkan Bloc,Ireland,10,,
1979,f,1979f,J,Ireland,Western Bloc,Israel,12,,
1979,f,1979f,J,Ireland,Western Bloc,Netherlands,10,,
1979,f,1979f,J,Israel,Other Countries,Denmark,12,,
1979,f,1979f,J,Israel,Other Countries,Greece,10,,
1979,f,1979f,J,Italy,Other Countries,France,10,,
1979,f,1979f,J,Italy,Other Countries,Spain,12,,
1979,f,1979f,J,Luxembourg,Western Bloc,France,12,,
1979,f,1979f,J,Luxembourg,Western Bloc,Spain,10,,
1979,f,1979f,J,Monaco,Other Countries,France,10,,
1979,f,1979f,J,Monaco,Other Countries,Germany,12,,
1979,f,1979f,J,Norway,Nordic Bloc,Israel,12,,
1979,f,1979f,J,Norway,Nordic Bloc,United Kingdom,10,,
1979,f,1979f,J,Portugal,Iberian Bloc,Greece,10,,
1979,f,1979f,J,Portugal,Iberian Bloc,Israel,12,,
1979,f,1979f,J,Spain,Iberian Bloc,Germany,12,,
1979,f,1979f,J,Spain,Iberian Bloc,Israel,10,,
1979,f,1979f,J,Sweden,Nordic Bloc,Israel,12,,
1979,f,1979f,J,Sweden,Nordic Bloc,Norway,10,,
1979,f,1979f,J,Switzerland,Western Bloc,France,10,,
1979,f,1979f,J,Switzerland,Western Bloc,Spain,12,,
1979,f,1979f,J,Netherlands,Western Bloc,France,12,,
1979,f,1979f,J,Netherlands,Western Bloc,Spain,10,,
1979,f,1979f,J,United Kingdom,Western Bloc,Israel,12,,
1979,f,1979f,J,United Kingdom,Western Bloc,Luxembourg,10,,
1980,f,1980f,J,Austria,Western Bloc,Ireland,10,,
1980,f,1980f,J,Austria,Western Bloc,Netherlands,12,,
1980,f,1980f,J,Belgium,Western Bloc,Ireland,12,,
1980,f,1980f,J,Belgium,Western Bloc,Italy,10,,
1980,f,1980f,J,Denmark,Nordic Bloc,Ireland,12,,
1980,f,1980f,J,Denmark,Nordic Bloc,United Kingdom,10,,
1980,f,1980f,J,Finland,Nordic Bloc,Switzerland,12,,
1980,f,1980f,J,Finland,Nordic Bloc,Netherlands,10,,
1980,f,1980f,J,France,Western Bloc,Germany,10,,
1980,f,1980f,J,France,Western Bloc,Netherlands,12,,
1980,f,1980f,J,Germany,Western Bloc,Ireland,12,,
1980,f,1980f,J,Germany,Western Bloc,Switzerland,10,,
1980,f,1980f,J,Greece,Balkan Bloc,Ireland,12,,
1980,f,1980f,J,Greece,Balkan Bloc,Sweden,10,,
1980,f,1980f,J,Ireland,Western Bloc,Austria,10,,
1980,f,1980f,J,Ireland,Western Bloc,Switzerland,12,,
1980,f,1980f,J,Italy,Other Countries,Germany,12,,
1980,f,1980f,J,Italy,Other Countries,Portugal,10,,
1980,f,1980f,J,Luxembourg,Western Bloc,Sweden,10,,
1980,f,1980f,J,Luxembourg,Western Bloc,Netherlands,12,,
1980,f,1980f,J,Morocco,Other Countries,Germany,10,,
1980,f,1980f,J,Morocco,Other Countries,Turkey,12,,
1980,f,1980f,J,Norway,Nordic Bloc,Ireland,12,,
1980,f,1980f,J,Norway,Nordic Bloc,Switzerland,10,,
1980,f,1980f,J,Portugal,Iberian Bloc,Belgium,10,,
1980,f,1980f,J,Portugal,Iberian Bloc,Italy,12,,
1980,f,1980f,J,Spain,Iberian Bloc,Germany,12,,
1980,f,1980f,J,Spain,Iberian Bloc,Italy,10,,
1980,f,1980f,J,Sweden,Nordic Bloc,Italy,10,,
1980,f,1980f,J,Sweden,Nordic Bloc,United Kingdom,12,,
1980,f,1980f,J,Switzerland,Western Bloc,Ireland,12,,
1980,f,1980f,J,Switzerland,Western Bloc,United Kingdom,10,,
1980,f,1980f,J,Netherlands,Western Bloc,Germany,12,,
1980,f,1980f,J,Netherlands,Western Bloc,Switzerland,10,,
1980,f,1980f,J,Turkey,Balkan Bloc,Germany,10,,
1980,f,1980f,J,Turkey,Balkan Bloc,Netherlands,12,,
1980,f,1980f,J,United Kingdom,Western Bloc,Germany,10,,
1980,f,1980f,J,United Kingdom,Western Bloc,Ireland,12,,
1981,f,1981f,J,Austria,Western Bloc,France,12,,
1981,f,1981f,J,Austria,Western Bloc,Luxembourg,10,,
1981,f,1981f,J,Belgium,Western Bloc,Denmark,12,,
1981,f,1981f,J,Belgium,Western Bloc,Germany,10,,
1981,f,1981f,J,Cyprus,Balkan Bloc,Ireland,12,,
1981,f,1981f,J,Cyprus,Balkan Bloc,Switzerland,10,,
1981,f,1981f,J,Denmark,Nordic Bloc,Ireland,12,,
1981,f,1981f,J,Denmark,Nordic Bloc,United Kingdom,10,,
1981,f,1981f,J,Finland,Nordic Bloc,France,10,,
1981,f,1981f,J,Finland,Nordic Bloc,Switzerland,12,,
1981,f,1981f,J,France,Western Bloc,Sweden,12,,
1981,f,1981f,J,France,Western Bloc,Switzerland,10,,
1981,f,1981f,J,Germany,Western Bloc,France,12,,
1981,f,1981f,J,Germany,Western Bloc,Sweden,10,,
1981,f,1981f,J,Greece,Balkan Bloc,Cyprus,12,,
1981,f,1981f,J,Greece,Balkan Bloc,Ireland,10,,
1981,f,1981f,J,Ireland,Western Bloc,Switzerland,12,,
1981,f,1981f,J,Ireland,Western Bloc,United Kingdom,10,,
1981,f,1981f,J,Israel,Other Countries,Ireland,10,,
1981,f,1981f,J,Israel,Other Countries,United Kingdom,12,,
1981,f,1981f,J,Luxembourg,Western Bloc,France,12,,
1981,f,1981f,J,Luxembourg,Western Bloc,Ireland,10,,
1981,f,1981f,J,Norway,Nordic Bloc,Spain,10,,
1981,f,1981f,J,Norway,Nordic Bloc,Switzerland,12,,
1981,f,1981f,J,Portugal,Iberian Bloc,France,10,,
1981,f,1981f,J,Portugal,Iberian Bloc,Germany,12,,
1981,f,1981f,J,Spain,Iberian Bloc,Germany,12,,
1981,f,1981f,J,Spain,Iberian Bloc,Greece,10,,
1981,f,1981f,J,Sweden,Nordic Bloc,France,10,,
1981,f,1981f,J,Sweden,Nordic Bloc,Germany,12,,
1981,f,1981f,J,Switzerland,Western Bloc,France,12,,
1981,f,1981f,J,Switzerland,Western Bloc,F.U.Y/S.M.,10,,
1981,f,1981f,J,Netherlands,Western Bloc,Ireland,10,,
1981,f,1981f,J,Netherlands,Western Bloc,United Kingdom,12,,
1981,f,1981f,J,Turkey,Balkan Bloc,Germany,12,,
1981,f,1981f,J,Turkey,Balkan Bloc,Spain,10,,
1981,f,1981f,J,United Kingdom,Western Bloc,Cyprus,10,,
1981,f,1981f,J,United Kingdom,Western Bloc,Switzerland,12,,
1981,f,1981f,J,F.U.Y/S.M.,Balkan Bloc,Switzerland,12,,
1981,f,1981f,J,F.U.Y/S.M.,Balkan Bloc,United Kingdom,10,,
1982,f,1982f,J,Austria,Western Bloc,Switzerland,10,,
1982,f,1982f,J,Austria,Western Bloc,United Kingdom,12,,
1982,f,1982f,J,Belgium,Western Bloc,Germany,10,,
1982,f,1982f,J,Belgium,Western Bloc,Switzerland,12,,
1982,f,1982f,J,Cyprus,Balkan Bloc,Germany,12,,
1982,f,1982f,J,Cyprus,Balkan Bloc,Spain,10,,
1982,f,1982f,J,Denmark,Nordic Bloc,Belgium,10,,
1982,f,1982f,J,Denmark,Nordic Bloc,Germany,12,,
1982,f,1982f,J,Finland,Nordic Bloc,Germany,10,,
1982,f,1982f,J,Finland,Nordic Bloc,Israel,12,,
1982,f,1982f,J,Germany,Western Bloc,Israel,12,,
1982,f,1982f,J,Germany,Western Bloc,Norway,10,,
1982,f,1982f,J,Ireland,Western Bloc,Germany,12,,
1982,f,1982f,J,Ireland,Western Bloc,Luxembourg,10,,
1982,f,1982f,J,Israel,Other Countries,Germany,12,,
1982,f,1982f,J,Israel,Other Countries,Switzerland,10,,
1982,f,1982f,J,Luxembourg,Western Bloc,Israel,10,,
1982,f,1982f,J,Luxembourg,Western Bloc,United Kingdom,12,,
1982,f,1982f,J,Norway,Nordic Bloc,Cyprus,12,,
1982,f,1982f,J,Norway,Nordic Bloc,Germany,10,,
1982,f,1982f,J,Portugal,Iberian Bloc,Germany,12,,
1982,f,1982f,J,Portugal,Iberian Bloc,Israel,10,,
1982,f,1982f,J,Spain,Iberian Bloc,Belgium,10,,
1982,f,1982f,J,Spain,Iberian Bloc,Germany,12,,
1982,f,1982f,J,Sweden,Nordic Bloc,Israel,10,,
1982,f,1982f,J,Sweden,Nordic Bloc,F.U.Y/S.M.,12,,
1982,f,1982f,J,Switzerland,Western Bloc,Germany,12,,
1982,f,1982f,J,Switzerland,Western Bloc,Israel,10,,
1982,f,1982f,J,Netherlands,Western Bloc,Cyprus,12,,
1982,f,1982f,J,Netherlands,Western Bloc,Switzerland,10,,
1982,f,1982f,J,Turkey,Balkan Bloc,Germany,12,,
1982,f,1982f,J,Turkey,Balkan Bloc,United Kingdom,10,,
1982,f,1982f,J,United Kingdom,Western Bloc,Austria,10,,
1982,f,1982f,J,United Kingdom,Western Bloc,Switzerland,12,,
1982,f,1982f,J,F.U.Y/S.M.,Balkan Bloc,Germany,12,,
1982,f,1982f,J,F.U.Y/S.M.,Balkan Bloc,Switzerland,10,,
1983,f,1983f,J,Austria,Western Bloc,Israel,12,,
1983,f,1983f,J,Austria,Western Bloc,United Kingdom,10,,
1983,f,1983f,J,Belgium,Western Bloc,Israel,10,,
1983,f,1983f,J,Belgium,Western Bloc,F.U.Y/S.M.,12,,
1983,f,1983f,J,Cyprus,Balkan Bloc,Greece,12,,
1983,f,1983f,J,Cyprus,Balkan Bloc,Luxembourg,10,,
1983,f,1983f,J,Denmark,Nordic Bloc,Sweden,10,,
1983,f,1983f,J,Denmark,Nordic Bloc,F.U.Y/S.M.,12,,
1983,f,1983f,J,Finland,Nordic Bloc,Sweden,10,,
1983,f,1983f,J,Finland,Nordic Bloc,F.U.Y/S.M.,12,,
1983,f,1983f,J,France,Western Bloc,Germany,10,,
1983,f,1983f,J,France,Western Bloc,Luxembourg,12,,
1983,f,1983f,J,Germany,Western Bloc,Israel,10,,
1983,f,1983f,J,Germany,Western Bloc,Sweden,12,,
1983,f,1983f,J,Greece,Balkan Bloc,Luxembourg,12,,
1983,f,1983f,J,Greece,Balkan Bloc,Sweden,10,,
1983,f,1983f,J,Israel,Other Countries,Luxembourg,12,,
1983,f,1983f,J,Israel,Other Countries,F.U.Y/S.M.,10,,
1983,f,1983f,J,Italy,Other Countries,France,10,,
1983,f,1983f,J,Italy,Other Countries,Luxembourg,12,,
1983,f,1983f,J,Luxembourg,Western Bloc,Germany,12,,
1983,f,1983f,J,Luxembourg,Western Bloc,Israel,10,,
1983,f,1983f,J,Norway,Nordic Bloc,Germany,10,,
1983,f,1983f,J,Norway,Nordic Bloc,Sweden,12,,
1983,f,1983f,J,Portugal,Iberian Bloc,Israel,10,,
1983,f,1983f,J,Portugal,Iberian Bloc,Luxembourg,12,,
1983,f,1983f,J,Spain,Iberian Bloc,Greece,12,,
1983,f,1983f,J,Spain,Iberian Bloc,F.U.Y/S.M.,10,,
1983,f,1983f,J,Sweden,Nordic Bloc,Luxembourg,10,,
1983,f,1983f,J,Sweden,Nordic Bloc,United Kingdom,12,,
1983,f,1983f,J,Switzerland,Western Bloc,France,10,,
1983,f,1983f,J,Switzerland,Western Bloc,Netherlands,12,,
1983,f,1983f,J,Netherlands,Western Bloc,Germany,10,,
1983,f,1983f,J,Netherlands,Western Bloc,Israel,12,,
1983,f,1983f,J,Turkey,Balkan Bloc,Austria,10,,
1983,f,1983f,J,Turkey,Balkan Bloc,F.U.Y/S.M.,12,,
1983,f,1983f,J,United Kingdom,Western Bloc,Israel,10,,
1983,f,1983f,J,United Kingdom,Western Bloc,F.U.Y/S.M.,12,,
1983,f,1983f,J,F.U.Y/S.M.,Balkan Bloc,Israel,10,,
1983,f,1983f,J,F.U.Y/S.M.,Balkan Bloc,Luxembourg,12,,
1984,f,1984f,J,Austria,Western Bloc,Ireland,10,,
1984,f,1984f,J,Austria,Western Bloc,Sweden,12,,
1984,f,1984f,J,Belgium,Western Bloc,France,10,,
1984,f,1984f,J,Belgium,Western Bloc,Ireland,12,,
1984,f,1984f,J,Cyprus,Balkan Bloc,Ireland,10,,
1984,f,1984f,J,Cyprus,Balkan Bloc,Sweden,12,,
1984,f,1984f,J,Denmark,Nordic Bloc,Cyprus,10,,
1984,f,1984f,J,Denmark,Nordic Bloc,Sweden,12,,
1984,f,1984f,J,Finland,Nordic Bloc,Belgium,10,,
1984,f,1984f,J,Finland,Nordic Bloc,Italy,12,,
1984,f,1984f,J,France,Western Bloc,Belgium,12,,
1984,f,1984f,J,France,Western Bloc,Spain,10,,
1984,f,1984f,J,Germany,Western Bloc,Ireland,10,,
1984,f,1984f,J,Germany,Western Bloc,Sweden,12,,
1984,f,1984f,J,Ireland,Western Bloc,Denmark,10,,
1984,f,1984f,J,Ireland,Western Bloc,Sweden,12,,
1984,f,1984f,J,Italy,Other Countries,Ireland,12,,
1984,f,1984f,J,Italy,Other Countries,United Kingdom,10,,
1984,f,1984f,J,Luxembourg,Western Bloc,Belgium,12,,
1984,f,1984f,J,Luxembourg,Western Bloc,Italy,10,,
1984,f,1984f,J,Norway,Nordic Bloc,Denmark,12,,
1984,f,1984f,J,Norway,Nordic Bloc,Sweden,10,,
1984,f,1984f,J,Portugal,Iberian Bloc,Belgium,10,,
1984,f,1984f,J,Portugal,Iberian Bloc,Spain,12,,
1984,f,1984f,J,Spain,Iberian Bloc,Ireland,10,,
1984,f,1984f,J,Spain,Iberian Bloc,Italy,12,,
1984,f,1984f,J,Sweden,Nordic Bloc,Ireland,12,,
1984,f,1984f,J,Sweden,Nordic Bloc,Spain,10,,
1984,f,1984f,J,Switzerland,Western Bloc,Ireland,12,,
1984,f,1984f,J,Switzerland,Western Bloc,Sweden,10,,
1984,f,1984f,J,Netherlands,Western Bloc,France,12,,
1984,f,1984f,J,Netherlands,Western Bloc,Sweden,10,,
1984,f,1984f,J,Turkey,Balkan Bloc,Ireland,10,,
1984,f,1984f,J,Turkey,Balkan Bloc,Spain,12,,
1984,f,1984f,J,United Kingdom,Western Bloc,Denmark,12,,
1984,f,1984f,J,United Kingdom,Western Bloc,Switzerland,10,,
1984,f,1984f,J,F.U.Y/S.M.,Balkan Bloc,Cyprus,12,,
1984,f,1984f,J,F.U.Y/S.M.,Balkan Bloc,Turkey,10,,
1985,f,1985f,J,Austria,Western Bloc,Ireland,10,,
1985,f,1985f,J,Austria,Western Bloc,Norway,12,,
1985,f,1985f,J,Belgium,Western Bloc,Germany,10,,
1985,f,1985f,J,Belgium,Western Bloc,Norway,12,,
1985,f,1985f,J,Cyprus,Balkan Bloc,Germany,12,,
1985,f,1985f,J,Cyprus,Balkan Bloc,Italy,10,,
1985,f,1985f,J,Denmark,Nordic Bloc,Germany,10,,
1985,f,1985f,J,Denmark,Nordic Bloc,Norway,12,,
1985,f,1985f,J,Finland,Nordic Bloc,Germany,10,,
1985,f,1985f,J,Finland,Nordic Bloc,Sweden,12,,
1985,f,1985f,J,France,Western Bloc,Denmark,10,,
1985,f,1985f,J,France,Western Bloc,Israel,12,,
1985,f,1985f,J,Germany,Western Bloc,Austria,10,,
1985,f,1985f,J,Germany,Western Bloc,Norway,12,,
1985,f,1985f,J,Greece,Balkan Bloc,Finland,10,,
1985,f,1985f,J,Greece,Balkan Bloc,France,12,,
1985,f,1985f,J,Ireland,Western Bloc,Norway,12,,
1985,f,1985f,J,Ireland,Western Bloc,Sweden,10,,
1985,f,1985f,J,Israel,Other Countries,Austria,10,,
1985,f,1985f,J,Israel,Other Countries,Norway,12,,
1985,f,1985f,J,Italy,Other Countries,France,10,,
1985,f,1985f,J,Italy,Other Countries,Ireland,12,,
1985,f,1985f,J,Luxembourg,Western Bloc,Germany,10,,
