Year,(semi-) final,Edition,Jury or Televoting,from_country,from_bloc,to_country,points,Duplicate,to_bloc
2001,f,2001f,J,Israel,Other Countries,Spain,12,,
2001,f,2001f,J,Latvia,East Bloc,Denmark,10,,
2001,f,2001f,J,Latvia,East Bloc,Estonia,12,,
2001,f,2001f,J,Lithuania,East Bloc,Estonia,12,,
2001,f,2001f,J,Lithuania,East Bloc,Russia,10,,
2001,f,2001f,J,Malta,Other Countries,Croatia,10,,
2001,f,2001f,J,Malta,Other Countries,Estonia,12,,
2001,f,2001f,J,Norway,Nordic Bloc,Denmark,12,,
2001,f,2001f,J,Norway,Nordic Bloc,Estonia,10,,
2001,f,2001f,J,Poland,East Bloc,Estonia,12,,
2001,f,2001f,J,Poland,East Bloc,France,10,,
2001,f,2001f,J,Portugal,Iberian Bloc,France,12,,
2001,f,2001f,J,Portugal,Iberian Bloc,Germany,10,,
2001,f,2001f,J,Russia,East Bloc,France,12,,
2001,f,2001f,J,Russia,East Bloc,Lithuania,10,,
2001,f,2001f,J,Slovenia,Balkan Bloc,Denmark,10,,
2001,f,2001f,J,Slovenia,Balkan Bloc,Estonia,12,,
2001,f,2001f,J,Spain,Iberian Bloc,Germany,10,,
2001,f,2001f,J,Spain,Iberian Bloc,Greece,12,,
2001,f,2001f,J,Sweden,Nordic Bloc,Denmark,10,,
2001,f,2001f,J,Sweden,Nordic Bloc,Greece,12,,
2001,f,2001f,J,Netherlands,Western Bloc,Denmark,10,,
2001,f,2001f,J,Netherlands,Western Bloc,Estonia,12,,
2001,f,2001f,J,Turkey,Balkan Bloc,Croatia,10,,
2001,f,2001f,J,Turkey,Balkan Bloc,Estonia,12,,
2001,f,2001f,J,United Kingdom,Western Bloc,Denmark,10,,
2001,f,2001f,J,United Kingdom,Western Bloc,Estonia,12,,
2002,f,2002f,J,Austria,Western Bloc,Latvia,10,,
2002,f,2002f,J,Austria,Western Bloc,United Kingdom,12,,
2002,f,2002f,J,Belgium,Western Bloc,France,10,,
2002,f,2002f,J,Belgium,Western Bloc,Spain,12,,
2002,f,2002f,J,Bosnia & Herzegovina,Balkan Bloc,Estonia,10,,
2002,f,2002f,J,Bosnia & Herzegovina,Balkan Bloc,Sweden,12,,
2002,f,2002f,J,Croatia,Balkan Bloc,Cyprus,10,,
2002,f,2002f,J,Croatia,Balkan Bloc,Malta,12,,
2002,f,2002f,J,Cyprus,Balkan Bloc,Greece,12,,
2002,f,2002f,J,Cyprus,Balkan Bloc,Malta,10,,
2002,f,2002f,J,Denmark,Nordic Bloc,Malta,12,,
2002,f,2002f,J,Denmark,Nordic Bloc,Sweden,10,,
2002,f,2002f,J,Estonia,East Bloc,Latvia,12,,
2002,f,2002f,J,Estonia,East Bloc,Russia,10,,
2002,f,2002f,J,North Macedonia,Balkan Bloc,Malta,10,,
2002,f,2002f,J,North Macedonia,Balkan Bloc,Romania,12,,
2002,f,2002f,J,Finland,Nordic Bloc,Estonia,10,,
2002,f,2002f,J,Finland,Nordic Bloc,France,12,,
2002,f,2002f,J,France,Western Bloc,Israel,10,,
2002,f,2002f,J,France,Western Bloc,Spain,12,,
2002,f,2002f,J,Germany,Western Bloc,Latvia,12,,
2002,f,2002f,J,Germany,Western Bloc,Malta,10,,
2002,f,2002f,J,Greece,Balkan Bloc,Cyprus,12,,
2002,f,2002f,J,Greece,Balkan Bloc,Latvia,10,,
2002,f,2002f,J,Israel,Other Countries,Latvia,12,,
2002,f,2002f,J,Israel,Other Countries,Malta,10,,
2002,f,2002f,J,Latvia,East Bloc,Estonia,12,,
2002,f,2002f,J,Latvia,East Bloc,Russia,10,,
2002,f,2002f,J,Lithuania,East Bloc,Latvia,12,,
2002,f,2002f,J,Lithuania,East Bloc,Sweden,10,,
2002,f,2002f,J,Malta,Other Countries,Cyprus,12,,
2002,f,2002f,J,Malta,Other Countries,United Kingdom,10,,
2002,f,2002f,J,Romania,Balkan Bloc,North Macedonia,12,,
2002,f,2002f,J,Romania,Balkan Bloc,Russia,10,,
2002,f,2002f,J,Russia,East Bloc,Latvia,10,,
2002,f,2002f,J,Russia,East Bloc,Romania,12,,
2002,f,2002f,J,Slovenia,Balkan Bloc,Croatia,12,,
2002,f,2002f,J,Slovenia,Balkan Bloc,Malta,10,,
2002,f,2002f,J,Spain,Iberian Bloc,Latvia,12,,
2002,f,2002f,J,Spain,Iberian Bloc,Malta,10,,
2002,f,2002f,J,Sweden,Nordic Bloc,Estonia,12,,
2002,f,2002f,J,Sweden,Nordic Bloc,Finland,10,,
2002,f,2002f,J,Switzerland,Western Bloc,France,10,,
2002,f,2002f,J,Switzerland,Western Bloc,Spain,12,,
2002,f,2002f,J,Turkey,Balkan Bloc,Austria,12,,
2002,f,2002f,J,Turkey,Balkan Bloc,Belgium,10,,
2002,f,2002f,J,United Kingdom,Western Bloc,France,10,,
2002,f,2002f,J,United Kingdom,Western Bloc,Malta,12,,
2003,f,2003f,J,Austria,Western Bloc,Poland,10,,
2003,f,2003f,J,Austria,Western Bloc,Turkey,12,,
2003,f,2003f,J,Belgium,Western Bloc,Spain,10,,
2003,f,2003f,J,Belgium,Western Bloc,Turkey,12,,
2003,f,2003f,J,Bosnia & Herzegovina,Balkan Bloc,Belgium,10,,
2003,f,2003f,J,Bosnia & Herzegovina,Balkan Bloc,Turkey,12,,
2003,f,2003f,J,Croatia,Balkan Bloc,Russia,12,,
2003,f,2003f,J,Croatia,Balkan Bloc,Turkey,10,,
2003,f,2003f,J,Cyprus,Balkan Bloc,Greece,12,,
2003,f,2003f,J,Cyprus,Balkan Bloc,Russia,10,,
2003,f,2003f,J,Estonia,East Bloc,Norway,10,,
2003,f,2003f,J,Estonia,East Bloc,Russia,12,,
2003,f,2003f,J,France,Western Bloc,Belgium,12,,
2003,f,2003f,J,France,Western Bloc,Turkey,10,,
2003,f,2003f,J,Germany,Western Bloc,Poland,12,,
2003,f,2003f,J,Germany,Western Bloc,Turkey,10,,
2003,f,2003f,J,Greece,Balkan Bloc,Cyprus,12,,
2003,f,2003f,J,Greece,Balkan Bloc,Russia,10,,
2003,f,2003f,J,Iceland,Nordic Bloc,Austria,10,,
2003,f,2003f,J,Iceland,Nordic Bloc,Norway,12,,
2003,f,2003f,J,Ireland,Western Bloc,Belgium,10,,
2003,f,2003f,J,Ireland,Western Bloc,Norway,12,,
2003,f,2003f,J,Israel,Other Countries,Russia,10,,
2003,f,2003f,J,Israel,Other Countries,Spain,12,,
2003,f,2003f,J,Latvia,East Bloc,Belgium,10,,
2003,f,2003f,J,Latvia,East Bloc,Russia,12,,
2003,f,2003f,J,Malta,Other Countries,Iceland,12,,
2003,f,2003f,J,Malta,Other Countries,Poland,10,,
2003,f,2003f,J,Norway,Nordic Bloc,Iceland,12,,
2003,f,2003f,J,Norway,Nordic Bloc,Turkey,10,,
2003,f,2003f,J,Poland,East Bloc,Belgium,12,,
2003,f,2003f,J,Poland,East Bloc,Ukraine,10,,
2003,f,2003f,J,Portugal,Iberian Bloc,Austria,10,,
2003,f,2003f,J,Portugal,Iberian Bloc,Spain,12,,
2003,f,2003f,J,Romania,Balkan Bloc,Sweden,12,,
2003,f,2003f,J,Romania,Balkan Bloc,Turkey,10,,
2003,f,2003f,J,Russia,East Bloc,Romania,12,,
2003,f,2003f,J,Russia,East Bloc,Netherlands,10,,
2003,f,2003f,J,Slovenia,Balkan Bloc,Russia,12,,
2003,f,2003f,J,Slovenia,Balkan Bloc,Turkey,10,,
2003,f,2003f,J,Spain,Iberian Bloc,Belgium,12,,
2003,f,2003f,J,Spain,Iberian Bloc,Romania,10,,
2003,f,2003f,J,Sweden,Nordic Bloc,Germany,10,,
2003,f,2003f,J,Sweden,Nordic Bloc,Norway,12,,
2003,f,2003f,J,Netherlands,Western Bloc,Belgium,10,,
2003,f,2003f,J,Netherlands,Western Bloc,Turkey,12,,
2003,f,2003f,J,Turkey,Balkan Bloc,Bosnia & Herzegovina,12,,
2003,f,2003f,J,Turkey,Balkan Bloc,Russia,10,,
2003,f,2003f,J,Ukraine,East Bloc,Belgium,10,,
2003,f,2003f,J,Ukraine,East Bloc,Russia,12,,
2003,f,2003f,J,United Kingdom,Western Bloc,Ireland,12,,
2003,f,2003f,J,United Kingdom,Western Bloc,Sweden,10,,
2004,f,2004f,J,Albania,Balkan Bloc,Bosnia & Herzegovina,10,,
2004,f,2004f,J,Albania,Balkan Bloc,Greece,12,,
2004,f,2004f,J,Andorra,Iberian Bloc,Spain,12,,
2004,f,2004f,J,Andorra,Iberian Bloc,Ukraine,10,,
2004,f,2004f,J,Austria,Western Bloc,Germany,10,,
2004,f,2004f,J,Austria,Western Bloc,F.U.Y/S.M.,12,,
2004,f,2004f,J,Belarus,East Bloc,Russia,12,,
2004,f,2004f,J,Belarus,East Bloc,Ukraine,10,,
2004,f,2004f,J,Belgium,Western Bloc,France,10,,
2004,f,2004f,J,Belgium,Western Bloc,Turkey,12,,
2004,f,2004f,J,Bosnia & Herzegovina,Balkan Bloc,Croatia,10,,
2004,f,2004f,J,Bosnia & Herzegovina,Balkan Bloc,F.U.Y/S.M.,12,,
2004,f,2004f,J,Croatia,Balkan Bloc,Bosnia & Herzegovina,10,,
2004,f,2004f,J,Croatia,Balkan Bloc,F.U.Y/S.M.,12,,
2004,f,2004f,J,Cyprus,Balkan Bloc,Greece,12,,
2004,f,2004f,J,Cyprus,Balkan Bloc,F.U.Y/S.M.,10,,
2004,f,2004f,J,Denmark,Nordic Bloc,Sweden,12,,
2004,f,2004f,J,Denmark,Nordic Bloc,Turkey,10,,
2004,f,2004f,J,Estonia,East Bloc,Sweden,10,,
2004,f,2004f,J,Estonia,East Bloc,Ukraine,12,,
2004,f,2004f,J,North Macedonia,Balkan Bloc,Albania,12,,
2004,f,2004f,J,North Macedonia,Balkan Bloc,F.U.Y/S.M.,10,,
2004,f,2004f,J,Finland,Nordic Bloc,F.U.Y/S.M.,10,,
2004,f,2004f,J,Finland,Nordic Bloc,Sweden,12,,
2004,f,2004f,J,France,Western Bloc,F.U.Y/S.M.,10,,
2004,f,2004f,J,France,Western Bloc,Turkey,12,,
2004,f,2004f,J,Germany,Western Bloc,F.U.Y/S.M.,10,,
2004,f,2004f,J,Germany,Western Bloc,Turkey,12,,
2004,f,2004f,J,Greece,Balkan Bloc,Albania,10,,
2004,f,2004f,J,Greece,Balkan Bloc,Cyprus,12,,
2004,f,2004f,J,Iceland,Nordic Bloc,Cyprus,10,,
2004,f,2004f,J,Iceland,Nordic Bloc,Ukraine,12,,
2004,f,2004f,J,Ireland,Western Bloc,Cyprus,10,,
2004,f,2004f,J,Ireland,Western Bloc,Sweden,12,,
2004,f,2004f,J,Israel,Other Countries,Greece,10,,
2004,f,2004f,J,Israel,Other Countries,Ukraine,12,,
2004,f,2004f,J,Latvia,East Bloc,Russia,10,,
2004,f,2004f,J,Latvia,East Bloc,Ukraine,12,,
2004,f,2004f,J,Lithuania,East Bloc,Greece,10,,
2004,f,2004f,J,Lithuania,East Bloc,Ukraine,12,,
2004,f,2004f,J,Malta,Other Countries,Albania,10,,
2004,f,2004f,J,Malta,Other Countries,Greece,12,,
2004,f,2004f,J,Monaco,Other Countries,France,12,,
2004,f,2004f,J,Monaco,Other Countries,Greece,10,,
2004,f,2004f,J,Norway,Nordic Bloc,Bosnia & Herzegovina,10,,
2004,f,2004f,J,Norway,Nordic Bloc,Sweden,12,,
2004,f,2004f,J,Poland,East Bloc,Sweden,10,,
2004,f,2004f,J,Poland,East Bloc,Ukraine,12,,
2004,f,2004f,J,Portugal,Iberian Bloc,Spain,12,,
2004,f,2004f,J,Portugal,Iberian Bloc,Ukraine,10,,
2004,f,2004f,J,Romania,Balkan Bloc,Greece,12,,
2004,f,2004f,J,Romania,Balkan Bloc,Turkey,10,,
2004,f,2004f,J,Russia,East Bloc,F.U.Y/S.M.,10,,
2004,f,2004f,J,Russia,East Bloc,Ukraine,12,,
2004,f,2004f,J,F.U.Y/S.M.,Balkan Bloc,North Macedonia,12,,
2004,f,2004f,J,F.U.Y/S.M.,Balkan Bloc,Ukraine,10,,
2004,f,2004f,J,Slovenia,Balkan Bloc,Bosnia & Herzegovina,10,,
2004,f,2004f,J,Slovenia,Balkan Bloc,F.U.Y/S.M.,12,,
2004,f,2004f,J,Spain,Iberian Bloc,Germany,12,,
2004,f,2004f,J,Spain,Iberian Bloc,Romania,10,,
2004,f,2004f,J,Sweden,Nordic Bloc,F.U.Y/S.M.,12,,
2004,f,2004f,J,Sweden,Nordic Bloc,Ukraine,10,,
2004,f,2004f,J,Switzerland,Western Bloc,Germany,10,,
2004,f,2004f,J,Switzerland,Western Bloc,F.U.Y/S.M.,12,,
2004,f,2004f,J,Netherlands,Western Bloc,F.U.Y/S.M.,10,,
2004,f,2004f,J,Netherlands,Western Bloc,Turkey,12,,
2004,f,2004f,J,Turkey,Balkan Bloc,Greece,10,,
2004,f,2004f,J,Turkey,Balkan Bloc,Ukraine,12,,
2004,f,2004f,J,Ukraine,East Bloc,Russia,10,,
2004,f,2004f,J,Ukraine,East Bloc,F.U.Y/S.M.,12,,
2004,f,2004f,J,United Kingdom,Western Bloc,Cyprus,10,,
2004,f,2004f,J,United Kingdom,Western Bloc,Greece,12,,
2004,sf,2004sf,J,Albania,Balkan Bloc,Bosnia & Herzegovina,10,,
2004,sf,2004sf,J,Albania,Balkan Bloc,Greece,12,,
2004,sf,2004sf,J,Andorra,Iberian Bloc,Portugal,12,,
2004,sf,2004sf,J,Andorra,Iberian Bloc,Ukraine,10,,
2004,sf,2004sf,J,Austria,Western Bloc,Bosnia & Herzegovina,10,,
2004,sf,2004sf,J,Austria,Western Bloc,F.U.Y/S.M.,12,,
2004,sf,2004sf,J,Belarus,East Bloc,F.U.Y/S.M.,10,,
2004,sf,2004sf,J,Belarus,East Bloc,Ukraine,12,,
2004,sf,2004sf,J,Belgium,Western Bloc,Greece,10,,
2004,sf,2004sf,J,Belgium,Western Bloc,Netherlands,12,,
2004,sf,2004sf,J,Bosnia & Herzegovina,Balkan Bloc,Croatia,10,,
2004,sf,2004sf,J,Bosnia & Herzegovina,Balkan Bloc,F.U.Y/S.M.,12,,
2004,sf,2004sf,J,Croatia,Balkan Bloc,Bosnia & Herzegovina,10,,
2004,sf,2004sf,J,Croatia,Balkan Bloc,F.U.Y/S.M.,12,,
2004,sf,2004sf,J,Cyprus,Balkan Bloc,Greece,12,,
2004,sf,2004sf,J,Cyprus,Balkan Bloc,F.U.Y/S.M.,10,,
2004,sf,2004sf,J,Denmark,Nordic Bloc,Bosnia & Herzegovina,12,,
2004,sf,2004sf,J,Denmark,Nordic Bloc,F.U.Y/S.M.,10,,
2004,sf,2004sf,J,Estonia,East Bloc,Malta,10,,
2004,sf,2004sf,J,Estonia,East Bloc,Ukraine,12,,
2004,sf,2004sf,J,North Macedonia,Balkan Bloc,Albania,12,,
2004,sf,2004sf,J,North Macedonia,Balkan Bloc,F.U.Y/S.M.,10,,
2004,sf,2004sf,J,Finland,Nordic Bloc,Estonia,12,,
2004,sf,2004sf,J,Finland,Nordic Bloc,F.U.Y/S.M.,10,,
2004,sf,2004sf,J,Germany,Western Bloc,Greece,10,,
2004,sf,2004sf,J,Germany,Western Bloc,F.U.Y/S.M.,12,,
2004,sf,2004sf,J,Greece,Balkan Bloc,Cyprus,12,,
2004,sf,2004sf,J,Greece,Balkan Bloc,F.U.Y/S.M.,10,,
2004,sf,2004sf,J,Iceland,Nordic Bloc,Denmark,12,,
2004,sf,2004sf,J,Iceland,Nordic Bloc,Ukraine,10,,
2004,sf,2004sf,J,Ireland,Western Bloc,Netherlands,12,,
2004,sf,2004sf,J,Ireland,Western Bloc,Ukraine,10,,
2004,sf,2004sf,J,Israel,Other Countries,Greece,12,,
2004,sf,2004sf,J,Israel,Other Countries,Ukraine,10,,
2004,sf,2004sf,J,Latvia,East Bloc,Estonia,12,,
2004,sf,2004sf,J,Latvia,East Bloc,Ukraine,10,,
2004,sf,2004sf,J,Lithuania,East Bloc,Estonia,10,,
2004,sf,2004sf,J,Lithuania,East Bloc,Ukraine,12,,
2004,sf,2004sf,J,Malta,Other Countries,Greece,12,,
2004,sf,2004sf,J,Malta,Other Countries,Ukraine,10,,
2004,sf,2004sf,J,Monaco,Other Countries,Cyprus,12,,
2004,sf,2004sf,J,Monaco,Other Countries,Denmark,10,,
2004,sf,2004sf,J,Norway,Nordic Bloc,Bosnia & Herzegovina,12,,
2004,sf,2004sf,J,Norway,Nordic Bloc,F.U.Y/S.M.,10,,
2004,sf,2004sf,J,Portugal,Iberian Bloc,F.U.Y/S.M.,10,,
2004,sf,2004sf,J,Portugal,Iberian Bloc,Ukraine,12,,
2004,sf,2004sf,J,Romania,Balkan Bloc,Greece,12,,
2004,sf,2004sf,J,Romania,Balkan Bloc,F.U.Y/S.M.,10,,
2004,sf,2004sf,J,F.U.Y/S.M.,Balkan Bloc,North Macedonia,12,,
2004,sf,2004sf,J,F.U.Y/S.M.,Balkan Bloc,Greece,10,,
2004,sf,2004sf,J,Slovenia,Balkan Bloc,Bosnia & Herzegovina,10,,
2004,sf,2004sf,J,Slovenia,Balkan Bloc,F.U.Y/S.M.,12,,
2004,sf,2004sf,J,Spain,Iberian Bloc,Andorra,12,,
2004,sf,2004sf,J,Spain,Iberian Bloc,Ukraine,10,,
2004,sf,2004sf,J,Sweden,Nordic Bloc,Bosnia & Herzegovina,10,,
2004,sf,2004sf,J,Sweden,Nordic Bloc,F.U.Y/S.M.,12,,
2004,sf,2004sf,J,Switzerland,Western Bloc,Albania,10,,
2004,sf,2004sf,J,Switzerland,Western Bloc,F.U.Y/S.M.,12,,
2004,sf,2004sf,J,Netherlands,Western Bloc,Cyprus,10,,
2004,sf,2004sf,J,Netherlands,Western Bloc,F.U.Y/S.M.,12,,
2004,sf,2004sf,J,Turkey,Balkan Bloc,Bosnia & Herzegovina,10,,
2004,sf,2004sf,J,Turkey,Balkan Bloc,Greece,12,,
2004,sf,2004sf,J,Ukraine,East Bloc,Greece,10,,
2004,sf,2004sf,J,Ukraine,East Bloc,F.U.Y/S.M.,12,,
2004,sf,2004sf,J,United Kingdom,Western Bloc,Cyprus,10,,
2004,sf,2004sf,J,United Kingdom,Western Bloc,Greece,12,,
2005,f,2005f,J,Albania,Balkan Bloc,North Macedonia,10,,
2005,f,2005f,J,Albania,Balkan Bloc,Greece,12,,
2005,f,2005f,J,Andorra,Iberian Bloc,Latvia,10,,
2005,f,2005f,J,Andorra,Iberian Bloc,Spain,12,,
2005,f,2005f,J,Austria,Western Bloc,Bosnia & Herzegovina,10,,
2005,f,2005f,J,Austria,Western Bloc,F.U.Y/S.M.,12,,
2005,f,2005f,J,Belarus,East Bloc,Russia,12,,
2005,f,2005f,J,Belarus,East Bloc,Switzerland,10,,
2005,f,2005f,J,Belgium,Western Bloc,Greece,12,,
2005,f,2005f,J,Belgium,Western Bloc,Turkey,10,,
2005,f,2005f,J,Bosnia & Herzegovina,Balkan Bloc,Croatia,12,,
2005,f,2005f,J,Bosnia & Herzegovina,Balkan Bloc,F.U.Y/S.M.,10,,
2005,f,2005f,J,Bulgaria,Balkan Bloc,Cyprus,10,,
2005,f,2005f,J,Bulgaria,Balkan Bloc,Greece,12,,
2005,f,2005f,J,Croatia,Balkan Bloc,Bosnia & Herzegovina,10,,
2005,f,2005f,J,Croatia,Balkan Bloc,F.U.Y/S.M.,12,,
2005,f,2005f,J,Cyprus,Balkan Bloc,Greece,12,,
2005,f,2005f,J,Cyprus,Balkan Bloc,F.U.Y/S.M.,10,,
2005,f,2005f,J,Denmark,Nordic Bloc,Malta,10,,
2005,f,2005f,J,Denmark,Nordic Bloc,Norway,12,,
2005,f,2005f,J,Estonia,East Bloc,Latvia,10,,
2005,f,2005f,J,Estonia,East Bloc,Switzerland,12,,
2005,f,2005f,J,North Macedonia,Balkan Bloc,Albania,12,,
2005,f,2005f,J,North Macedonia,Balkan Bloc,F.U.Y/S.M.,10,,
2005,f,2005f,J,Finland,Nordic Bloc,Norway,12,,
2005,f,2005f,J,Finland,Nordic Bloc,Switzerland,10,,
2005,f,2005f,J,France,Western Bloc,Israel,10,,
2005,f,2005f,J,France,Western Bloc,Turkey,12,,
2005,f,2005f,J,Germany,Western Bloc,Greece,12,,
2005,f,2005f,J,Germany,Western Bloc,Turkey,10,,
2005,f,2005f,J,Greece,Balkan Bloc,Albania,10,,
2005,f,2005f,J,Greece,Balkan Bloc,Cyprus,12,,
2005,f,2005f,J,Hungary,Balkan Bloc,Greece,12,,
2005,f,2005f,J,Hungary,Balkan Bloc,Romania,10,,
2005,f,2005f,J,Iceland,Nordic Bloc,Denmark,10,,
2005,f,2005f,J,Iceland,Nordic Bloc,Norway,12,,
2005,f,2005f,J,Ireland,Western Bloc,Latvia,12,,
2005,f,2005f,J,Ireland,Western Bloc,Malta,10,,
2005,f,2005f,J,Israel,Other Countries,Malta,10,,
2005,f,2005f,J,Israel,Other Countries,Romania,12,,
2005,f,2005f,J,Latvia,East Bloc,Russia,10,,
2005,f,2005f,J,Latvia,East Bloc,Switzerland,12,,
2005,f,2005f,J,Lithuania,East Bloc,Latvia,12,,
2005,f,2005f,J,Lithuania,East Bloc,Moldova,10,,
2005,f,2005f,J,Malta,Other Countries,Cyprus,12,,
2005,f,2005f,J,Malta,Other Countries,Latvia,10,,
2005,f,2005f,J,Moldova,Balkan Bloc,Latvia,12,,
2005,f,2005f,J,Moldova,Balkan Bloc,Russia,10,,
2005,f,2005f,J,Monaco,Other Countries,Denmark,10,,
2005,f,2005f,J,Monaco,Other Countries,Israel,12,,
2005,f,2005f,J,Norway,Nordic Bloc,Denmark,12,,
2005,f,2005f,J,Norway,Nordic Bloc,Malta,10,,
2005,f,2005f,J,Poland,East Bloc,Hungary,10,,
2005,f,2005f,J,Poland,East Bloc,Ukraine,12,,
2005,f,2005f,J,Portugal,Iberian Bloc,Moldova,10,,
2005,f,2005f,J,Portugal,Iberian Bloc,Romania,12,,
2005,f,2005f,J,Romania,Balkan Bloc,Greece,10,,
2005,f,2005f,J,Romania,Balkan Bloc,Moldova,12,,
2005,f,2005f,J,Russia,East Bloc,Malta,12,,
2005,f,2005f,J,Russia,East Bloc,Moldova,10,,
2005,f,2005f,J,F.U.Y/S.M.,Balkan Bloc,Croatia,10,,
2005,f,2005f,J,F.U.Y/S.M.,Balkan Bloc,Greece,12,,
2005,f,2005f,J,Slovenia,Balkan Bloc,Croatia,12,,
2005,f,2005f,J,Slovenia,Balkan Bloc,F.U.Y/S.M.,10,,
2005,f,2005f,J,Spain,Iberian Bloc,Denmark,10,,
2005,f,2005f,J,Spain,Iberian Bloc,Romania,12,,
2005,f,2005f,J,Sweden,Nordic Bloc,Denmark,10,,
2005,f,2005f,J,Sweden,Nordic Bloc,Greece,12,,
2005,f,2005f,J,Switzerland,Western Bloc,Albania,10,,
2005,f,2005f,J,Switzerland,Western Bloc,F.U.Y/S.M.,12,,
2005,f,2005f,J,Netherlands,Western Bloc,Greece,10,,
2005,f,2005f,J,Netherlands,Western Bloc,Turkey,12,,
2005,f,2005f,J,Turkey,Balkan Bloc,Bosnia & Herzegovina,10,,
2005,f,2005f,J,Turkey,Balkan Bloc,Greece,12,,
2005,f,2005f,J,Ukraine,East Bloc,Malta,10,,
2005,f,2005f,J,Ukraine,East Bloc,Moldova,12,,
2005,f,2005f,J,United Kingdom,Western Bloc,Greece,12,,
2005,f,2005f,J,United Kingdom,Western Bloc,Malta,10,,
2005,sf,2005sf,J,Albania,Balkan Bloc,Croatia,10,,
2005,sf,2005sf,J,Albania,Balkan Bloc,North Macedonia,12,,
2005,sf,2005sf,J,Andorra,Iberian Bloc,Israel,12,,
2005,sf,2005sf,J,Andorra,Iberian Bloc,Monaco,10,,
2005,sf,2005sf,J,Austria,Western Bloc,Croatia,12,,
2005,sf,2005sf,J,Austria,Western Bloc,Romania,10,,
2005,sf,2005sf,J,Belarus,East Bloc,Israel,12,,
2005,sf,2005sf,J,Belarus,East Bloc,Moldova,10,,
2005,sf,2005sf,J,Belgium,Western Bloc,Portugal,10,,
2005,sf,2005sf,J,Belgium,Western Bloc,Netherlands,12,,
2005,sf,2005sf,J,Bosnia & Herzegovina,Balkan Bloc,Croatia,12,,
2005,sf,2005sf,J,Bosnia & Herzegovina,Balkan Bloc,North Macedonia,10,,
2005,sf,2005sf,J,Bulgaria,Balkan Bloc,Belarus,12,,
2005,sf,2005sf,J,Bulgaria,Balkan Bloc,North Macedonia,10,,
2005,sf,2005sf,J,Croatia,Balkan Bloc,North Macedonia,12,,
2005,sf,2005sf,J,Croatia,Balkan Bloc,Slovenia,10,,
2005,sf,2005sf,J,Cyprus,Balkan Bloc,Bulgaria,10,,
2005,sf,2005sf,J,Cyprus,Balkan Bloc,Romania,12,,
2005,sf,2005sf,J,Denmark,Nordic Bloc,Iceland,10,,
2005,sf,2005sf,J,Denmark,Nordic Bloc,Norway,12,,
2005,sf,2005sf,J,Estonia,East Bloc,Latvia,10,,
2005,sf,2005sf,J,Estonia,East Bloc,Switzerland,12,,
2005,sf,2005sf,J,North Macedonia,Balkan Bloc,Croatia,12,,
2005,sf,2005sf,J,North Macedonia,Balkan Bloc,Moldova,10,,
2005,sf,2005sf,J,Finland,Nordic Bloc,Norway,12,,
2005,sf,2005sf,J,Finland,Nordic Bloc,Switzerland,10,,
2005,sf,2005sf,J,France,Western Bloc,Monaco,10,,
2005,sf,2005sf,J,France,Western Bloc,Portugal,12,,
2005,sf,2005sf,J,Germany,Western Bloc,Croatia,10,,
2005,sf,2005sf,J,Germany,Western Bloc,Portugal,12,,
2005,sf,2005sf,J,Greece,Balkan Bloc,Poland,10,,
2005,sf,2005sf,J,Greece,Balkan Bloc,Romania,12,,
2005,sf,2005sf,J,Hungary,Balkan Bloc,Ireland,10,,
2005,sf,2005sf,J,Hungary,Balkan Bloc,Romania,12,,
2005,sf,2005sf,J,Iceland,Nordic Bloc,Denmark,10,,
2005,sf,2005sf,J,Iceland,Nordic Bloc,Norway,12,,
2005,sf,2005sf,J,Ireland,Western Bloc,Denmark,12,,
2005,sf,2005sf,J,Ireland,Western Bloc,Norway,10,,
2005,sf,2005sf,J,Israel,Other Countries,Moldova,10,,
2005,sf,2005sf,J,Israel,Other Countries,Romania,12,,
2005,sf,2005sf,J,Latvia,East Bloc,Estonia,12,,
2005,sf,2005sf,J,Latvia,East Bloc,Moldova,10,,
2005,sf,2005sf,J,Lithuania,East Bloc,Latvia,12,,
2005,sf,2005sf,J,Lithuania,East Bloc,Moldova,10,,
2005,sf,2005sf,J,Malta,Other Countries,Latvia,12,,
2005,sf,2005sf,J,Malta,Other Countries,Romania,10,,
2005,sf,2005sf,J,Moldova,Balkan Bloc,Iceland,10,,
2005,sf,2005sf,J,Moldova,Balkan Bloc,Romania,12,,
2005,sf,2005sf,J,Monaco,Other Countries,Denmark,10,,
2005,sf,2005sf,J,Monaco,Other Countries,Israel,12,,
2005,sf,2005sf,J,Norway,Nordic Bloc,Denmark,12,,
2005,sf,2005sf,J,Norway,Nordic Bloc,Finland,10,,
2005,sf,2005sf,J,Poland,East Bloc,Denmark,10,,
2005,sf,2005sf,J,Poland,East Bloc,Hungary,12,,
2005,sf,2005sf,J,Portugal,Iberian Bloc,Belgium,12,,
2005,sf,2005sf,J,Portugal,Iberian Bloc,Romania,10,,
2005,sf,2005sf,J,Romania,Balkan Bloc,Hungary,10,,
2005,sf,2005sf,J,Romania,Balkan Bloc,Moldova,12,,
2005,sf,2005sf,J,Russia,East Bloc,Belarus,10,,
2005,sf,2005sf,J,Russia,East Bloc,Moldova,12,,
2005,sf,2005sf,J,F.U.Y/S.M.,Balkan Bloc,Croatia,12,,
2005,sf,2005sf,J,F.U.Y/S.M.,Balkan Bloc,North Macedonia,10,,
