"event.year";"event.city";"awarding.country";"pts";"recipient.country";"event.type";"event.id";"page"
2013;"Malmo";"San Marino";6;"Albania";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"San Marino";5;"Norway";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"San Marino";4;"Hungary";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"San Marino";3;"Azerbaijan";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"San Marino";2;"North Macedonia";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"San Marino";1;"Georgia";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";12;"Norway";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";10;"San Marino";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";8;"Finland";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";7;"Iceland";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";6;"Bulgaria";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";5;"Greece";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";4;"Georgia";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";3;"Israel";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";2;"Azerbaijan";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Spain";1;"Romania";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";12;"Hungary";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";10;"Iceland";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";8;"Norway";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";7;"Malta";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";6;"Greece";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";5;"Albania";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";4;"North Macedonia";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";3;"Azerbaijan";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";2;"Finland";"second-semi-final";"malmo-2013";"scoreboard"
2013;"Malmo";"Switzerland";1;"Latvia";"second-semi-final";"malmo-2013";"scoreboard"
2014;"Copenhagen";"Albania";12;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Albania";10;"Italy";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Albania";8;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Albania";7;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Albania";6;"Montenegro";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Albania";5;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Albania";4;"Germany";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Albania";3;"San Marino";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Albania";2;"Greece";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Albania";1;"Malta";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";12;"Montenegro";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";10;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";8;"Belarus";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";7;"Greece";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";6;"Germany";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";5;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";4;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";3;"San Marino";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";2;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Armenia";1;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";12;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";10;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";8;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";7;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";6;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";5;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";4;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";3;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";2;"Iceland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Austria";1;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";12;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";10;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";8;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";7;"Belarus";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";6;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";5;"Malta";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";4;"Greece";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";3;"San Marino";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";2;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Azerbaijan";1;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";12;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";10;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";8;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";7;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";6;"Greece";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";5;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";4;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";3;"Azerbaijan";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";2;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belarus";1;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";12;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";10;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";8;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";7;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";6;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";5;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";4;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";3;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";2;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Belgium";1;"United Kingdom";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";12;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";10;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";8;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";7;"United Kingdom";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";6;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";5;"Iceland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";4;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";3;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";2;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Denmark";1;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";12;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";10;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";8;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";7;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";6;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";5;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";4;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";3;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";2;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Estonia";1;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";12;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";10;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";8;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";7;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";6;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";5;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";4;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";3;"Malta";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";2;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Finland";1;"France";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";12;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";10;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";8;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";7;"Iceland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";6;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";5;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";4;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";3;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";2;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"France";1;"Italy";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";12;"Montenegro";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";10;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";8;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";7;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";6;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";5;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";4;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";3;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";2;"Italy";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Fyr Macedonia";1;"Slovenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";12;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";10;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";8;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";7;"Azerbaijan";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";6;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";5;"Germany";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";4;"Greece";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";3;"United Kingdom";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";2;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Georgia";1;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";12;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";10;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";8;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";7;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";6;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";5;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";4;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";3;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";2;"Iceland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Germany";1;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";12;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";10;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";8;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";7;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";6;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";5;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";4;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";3;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";2;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Greece";1;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";12;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";10;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";8;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";7;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";6;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";5;"Iceland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";4;"San Marino";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";3;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";2;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Hungary";1;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";12;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";10;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";8;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";7;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";6;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";5;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";4;"United Kingdom";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";3;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";2;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Iceland";1;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";12;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";10;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";8;"United Kingdom";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";7;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";6;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";5;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";4;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";3;"Malta";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";2;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Ireland";1;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";12;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";10;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";8;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";7;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";6;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";5;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";4;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";3;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";2;"Greece";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Israel";1;"Belarus";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";12;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";10;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";8;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";7;"Iceland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";6;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";5;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";4;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";3;"Greece";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";2;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Italy";1;"Malta";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";12;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";10;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";8;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";7;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";6;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";5;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";4;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";3;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";2;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Latvia";1;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";12;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";10;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";8;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";7;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";6;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";5;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";4;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";3;"Belarus";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";2;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Lithuania";1;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";12;"Italy";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";10;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";8;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";7;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";6;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";5;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";4;"United Kingdom";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";3;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";2;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Malta";1;"Greece";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";12;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";10;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";8;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";7;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";6;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";5;"Belarus";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";4;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";3;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";2;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Moldova";1;"San Marino";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";12;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";10;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";8;"Slovenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";7;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";6;"Italy";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";5;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";4;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";3;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";2;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Montenegro";1;"Belarus";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";12;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";10;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";8;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";7;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";6;"Iceland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";5;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";4;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";3;"United Kingdom";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";2;"Poland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Norway";1;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";12;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";10;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";8;"Germany";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";7;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";6;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";5;"Ukraine";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";4;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";3;"Finland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";2;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Poland";1;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";12;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";10;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";8;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";7;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";6;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";5;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";4;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";3;"Norway";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";2;"Russia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Portugal";1;"Romania";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Romania";12;"Sweden";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Romania";10;"Hungary";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Romania";8;"Austria";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Romania";7;"Armenia";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Romania";6;"Switzerland";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Romania";5;"Spain";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Romania";4;"Denmark";"final";"copenhagen-2014";"scoreboard"
2014;"Copenhagen";"Romania";3;"The Netherlands";"final";"copenhagen-2014";"scoreboard"
