"event.year";"event.city";"awarding.country";"pts";"recipient.country";"event.type";"event.id";"page"
1998;"Birmingham";"Portugal";12;"Israel";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Portugal";10;"Germany";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Portugal";8;"Belgium";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Portugal";7;"The Netherlands";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Portugal";6;"United Kingdom";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Portugal";5;"Malta";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Portugal";4;"Cyprus";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Portugal";3;"Norway";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Portugal";2;"Croatia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Portugal";1;"Ireland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";12;"United Kingdom";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";10;"Poland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";8;"Ireland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";7;"Israel";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";6;"Germany";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";5;"Slovenia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";4;"Cyprus";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";3;"North Macedonia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";2;"Turkey";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Romania";1;"Hungary";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";12;"Malta";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";10;"Croatia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";8;"Estonia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";7;"Belgium";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";6;"The Netherlands";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";5;"Cyprus";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";4;"Ireland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";3;"North Macedonia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";2;"Portugal";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovakia";1;"United Kingdom";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";12;"Croatia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";10;"Norway";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";8;"Germany";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";7;"Israel";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";6;"Belgium";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";5;"United Kingdom";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";4;"North Macedonia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";3;"Malta";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";2;"Estonia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Slovenia";1;"Ireland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";12;"Germany";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";10;"Israel";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";8;"Norway";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";7;"Belgium";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";6;"Portugal";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";5;"Malta";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";4;"The Netherlands";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";3;"United Kingdom";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";2;"Estonia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Spain";1;"Croatia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";12;"Norway";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";10;"Finland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";8;"The Netherlands";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";7;"United Kingdom";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";6;"Malta";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";5;"Israel";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";4;"Estonia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";3;"Croatia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";2;"Belgium";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Sweden";1;"Ireland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";12;"Germany";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";10;"Israel";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";8;"Malta";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";7;"The Netherlands";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";6;"Spain";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";5;"Croatia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";4;"Belgium";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";3;"United Kingdom";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";2;"Ireland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Switzerland";1;"Norway";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";12;"Germany";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";10;"Belgium";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";8;"Malta";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";7;"United Kingdom";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";6;"Israel";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";5;"Sweden";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";4;"Croatia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";3;"Norway";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";2;"Estonia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"The Netherlands";1;"Turkey";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";12;"United Kingdom";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";10;"Malta";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";8;"Ireland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";7;"The Netherlands";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";6;"Portugal";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";5;"Israel";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";4;"Croatia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";3;"Slovenia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";2;"Sweden";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"Turkey";1;"Belgium";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";12;"Malta";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";10;"The Netherlands";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";8;"Ireland";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";7;"Belgium";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";6;"Germany";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";5;"Israel";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";4;"Norway";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";3;"Cyprus";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";2;"Croatia";"final";"birmingham-1998";"scoreboard"
1998;"Birmingham";"United Kingdom";1;"Sweden";"final";"birmingham-1998";"scoreboard"
1999;"Jerusalem";"Austria";12;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Austria";10;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Austria";8;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Austria";7;"Malta";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Austria";6;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Austria";5;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Austria";4;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Austria";3;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Austria";2;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Austria";1;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";12;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";10;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";8;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";7;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";6;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";5;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";4;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";3;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";2;"Slovenia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Belgium";1;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";12;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";10;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";8;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";7;"Malta";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";6;"Poland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";5;"Slovenia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";4;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";3;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";2;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Bosnia Herzegovina";1;"United Kingdom";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";12;"Slovenia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";10;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";8;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";7;"Norway";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";6;"Malta";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";5;"United Kingdom";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";4;"Belgium";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";3;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";2;"Lithuania";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Croatia";1;"Spain";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";12;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";10;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";8;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";7;"Norway";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";6;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";5;"Lithuania";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";4;"United Kingdom";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";3;"Malta";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";2;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Cyprus";1;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";12;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";10;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";8;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";7;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";6;"Norway";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";5;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";4;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";3;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";2;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Denmark";1;"United Kingdom";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";12;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";10;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";8;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";7;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";6;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";5;"Belgium";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";4;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";3;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";2;"Lithuania";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Estonia";1;"Malta";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";12;"Portugal";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";10;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";8;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";7;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";6;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";5;"Turkey";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";4;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";3;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";2;"Belgium";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"France";1;"Slovenia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";12;"Turkey";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";10;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";8;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";7;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";6;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";5;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";4;"Poland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";3;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";2;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Germany";1;"Malta";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";12;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";10;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";8;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";7;"Norway";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";6;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";5;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";4;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";3;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";2;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Iceland";1;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";12;"Slovenia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";10;"Belgium";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";8;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";7;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";6;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";5;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";4;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";3;"Norway";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";2;"France";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Ireland";1;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";12;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";10;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";8;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";7;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";6;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";5;"Belgium";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";4;"United Kingdom";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";3;"Lithuania";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";2;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Israel";1;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";12;"Ireland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";10;"Slovenia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";8;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";7;"Poland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";6;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";5;"United Kingdom";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";4;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";3;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";2;"France";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Lithuania";1;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";12;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";10;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";8;"United Kingdom";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";7;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";6;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";5;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";4;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";3;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";2;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Malta";1;"Lithuania";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";12;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";10;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";8;"France";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";7;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";6;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";5;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";4;"Turkey";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";3;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";2;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Norway";1;"Ireland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";12;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";10;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";8;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";7;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";6;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";5;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";4;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";3;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";2;"Belgium";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Poland";1;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";12;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";10;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";8;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";7;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";6;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";5;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";4;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";3;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";2;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Portugal";1;"Malta";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";12;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";10;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";8;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";7;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";6;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";5;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";4;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";3;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";2;"United Kingdom";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Slovenia";1;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";12;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";10;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";8;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";7;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";6;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";5;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";4;"United Kingdom";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";3;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";2;"Slovenia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Spain";1;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";12;"Iceland";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";10;"Estonia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";8;"Denmark";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";7;"Austria";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";6;"Bosnia & Herzegovina";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";5;"Norway";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";4;"The Netherlands";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";3;"Israel";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";2;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"Sweden";1;"Croatia";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"The Netherlands";12;"Germany";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"The Netherlands";10;"Belgium";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"The Netherlands";8;"Sweden";"final";"jerusalem-1999";"scoreboard"
1999;"Jerusalem";"The Netherlands";7;"Iceland";"final";"jerusalem-1999";"scoreboard"
